UNIT_ID,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,SHAPE_Length,SHAPE_Area
Yuba County,NELSON,2020-06,2020/06/23 00:00:00+00,11.0,110.0,109.6025,4179.74314204583,733134.698478967
Yuba County,AMORUSO,2020-06,2020/06/04 00:00:00+00,2.0,670.0,685.58502,12399.3753905116,4578171.89880051
Yuba County,ATHENS,2020-08,2020/03/01 00:00:00+00,14.0,26.0,27.30048,2119.19412003875,182387.640411692
Yuba County,FLEMING,2020-03,2020/04/01 00:00:00+00,9.0,13.0,12.93155,2029.52488137503,86679.423402436
Yuba County,MELANESE,2020-04,2020/04/19 00:00:00+00,18.0,10.3,10.31596,1342.74290294001,70179.1223470977
Yuba County,PFE,2020-07,2020/07/05 00:00:00+00,14.0,36.0,36.701931,3012.19835361044,244431.516854361
Yuba County,WALDO,2020-07,2020/07/12 00:00:00+00,9.0,10.7,10.10221,1425.98634226764,68043.0413665789
Yuba County,WILLOW,2020-03,2020/03/11 00:00:00+00,5.0,34.0,33.973888,2477.15181547552,230549.78505469
Yuba County,WILLOWS,2020-09,2020/10/13 00:00:00+00,7.0,1311.0,1309.09,15221.4105433282,8877495.80680043
Yuba County,DYER,2020-07,2020/07/06 00:00:00+00,8.0,195.0,194.66029,7757.24683769613,1296860.60847649
Yuba County,FARRIER,2020-07,2020/07/31 00:00:00+00,8.0,22.7,22.6343,1693.89812956216,150787.430569303
Yuba County,FIELDS,2020-10,2020/10/09 00:00:00+00,5.0,55.0,55.32843,3143.53141652648,373125.247500019
Yuba County,JONES,2020-08,2020/09/28 00:00:00+00,1.0,705.0,705.54602,15226.0547698771,4770841.80373448
Yuba County,RIOSA,2020-06,2020/06/15 00:00:00+00,11.0,13.8,13.69473,1743.67087360593,91856.8500681241
Butte County,NELSON,2020-06,2020/06/25 00:00:00+00,14.0,95.0,103.3313,5758.36450762757,703657.639355372
Butte County,POTTERS ,2020-08,2020/09/10 00:00:00+00,1.0,710.0,925.40192,16613.4839078943,6307904.03635036
Butte County,CASSCADE CREEK,2020-08,2020/09/10 00:00:00+00,1.0,12.0,260.1756,7022.5749273688,1780346.9101991
Butte County,TEDDY,2020-06,2020/06/23 00:00:00+00,14.0,134.0,13.27956,1648.63306678697,90049.4962999821
San Mateo - Santa Cruz County,COAST,2020-06,2020/06/29 00:00:00+00,7.0,20.0,20.2083,1702.00092173474,128343.170570779
San Mateo - Santa Cruz County,CZU LIGHTNING COMPLEX,2020-08,2020/09/24 00:00:00+00,1.0,86509.0,86553.461,255052.193259759,552318495.777981
Mendocino County,OAK,2020-09,2020/09/28 00:00:00+00,9.0,1100.0,1146.4659,18184.117576066,7799786.21433626
Mendocino County,CREEK,2020-08,2020/08/26 00:00:00+00,10.0,820.0,834.24432,12821.8131524731,5727850.42383985
Mendocino County,3-19,2020-08,2020/10/21 00:00:00+00,1.0,62.0,65.008553,2611.28660931467,439629.10712654
Mendocino County,VINEYARD,2020-06,2020/06/18 00:00:00+00,2.0,150.0,150.49451,5675.64591642416,1007057.35493244
Mendocino County,MINA,2020-08,2020/08/15 00:00:00+00,4.0,170.0,158.8692,5106.02978622489,1091466.03412283
Humboldt County,BEAR,2020-02,2020/02/15 00:00:00+00,5.0,11.0,10.47374,1526.38940102701,73476.6102988437
Humboldt County,REDWOOD,2020-10,2020/10/23 00:00:00+00,2.0,102.0,101.4003,3753.85290462705,711099.623747681
Tehama - Glenn County,GRIZZLY,2020-03,2020/03/06 00:00:00+00,14.0,154.0,155.27299,6540.5836411781,1064278.57662365
Tehama - Glenn County,BEEGUM,2020-02,2020/02/23 00:00:00+00,18.0,200.0,181.44051,10696.8165089719,1264981.53670788
Tehama - Glenn County,4-8,2020-08,2020/08/18 00:00:00+00,1.0,300.0,278.01001,8954.96718822614,1891689.6388266
Tehama - Glenn County,ELK,2020-08,2020/08/17 00:00:00+00,1.0,727.0,730.48138,12016.1387165403,4982413.33726355
Tehama - Glenn County,RED,2020-04,2020/04/24 00:00:00+00,5.0,26.4,26.40666,2684.26888740404,182659.873484377
Humboldt County,MINE,2020-12,2020/12/24 00:00:00+00,5.0,11.0,11.07413,1825.22881031916,77436.8929710107
Butte County,AVOCADO,2020-06,2020/07/11 00:00:00+00,14.0,136.0,137.58141,4076.50403371119,933389.974999556
Butte County,HONCUT,2020-06,2020/06/22 00:00:00+00,14.0,89.0,88.18602,4162.19845370167,597747.50290022
Butte County,GRAND,2020-10,2020/10/20 00:00:00+00,14.0,30.0,31.06109,3068.50147021768,211492.505800139
Orange County County,PARK FIRE,2020-07,2020/07/07 00:00:00+00,14.0,21.0,24.097839,2020.07946635197,141579.507299961
Orange County County,SILVERADO,2020-10,2020/11/02 00:00:00+00,14.0,0.0,12469.2,65362.5935745091,73125983.4583518
Orange County County,BLUE RIDGE,2020-10,2020/11/02 00:00:00+00,14.0,0.0,13694.53,65838.8753839645,80671871.2688464
Orange County County,BOND,2020-12,2020/12/07 00:00:00+00,14.0,0.0,6681.1011,52771.3654774732,39200475.3997512
Butte County,CLARK,2020-08,2020/08/14 00:00:00+00,14.0,110.0,106.7851,5533.23641586558,729464.867140558
Yuba County,DULUTH,2020-08,2020/08/12 00:00:00+00,10.0,65.0,71.949944,5784.25707851993,480239.207559387
Yuba County,KARCHNER,2020-06,2020/06/06 00:00:00+00,2.0,30.0,30.024929,1974.73053588705,201532.587841124
Yuba County,SIMPSON,2020-10,2020/10/17 00:00:00+00,14.0,29.0,28.57456,1971.42970744968,192491.070132217
Yuba County,WATT,2020-06,2020/06/13 00:00:00+00,14.0,40.0,39.866058,3532.94795756148,265518.179158945
Yuba County,LOCUST,2020-12,2020/01/31 00:00:00+00,5.0,16.0,15.85951,1604.873417568,105708.160454604
Butte County,GARDEN,2020-05,2020/05/09 00:00:00+00,2.0,50.0,49.009911,3611.37866323512,334118.932599892
Butte County,FEATHER,2020-07,2020/07/22 00:00:00+00,14.0,14.9,14.74075,1522.43747145293,100343.899392198
Siskiyou County,BADGER,2020-07,2020/07/19 00:00:00+00,10.0,557.0,557.30603,13506.566654708,4060376.10661749
Siskiyou County,MINER,2020-07,2020/07/25 00:00:00+00,14.0,22.0,23.13611,2899.10965468715,166418.527681741
Siskiyou County,JENNY 2-3,2020-07,2020/07/27 00:00:00+00,1.0,12.0,14.63708,1594.5625382492,107366.679150378
Siskiyou County,SCHOOLHOUSE,2020-09,2020/09/09 00:00:00+00,14.0,36.0,37.064041,2367.92669461882,269098.140510995
Siskiyou County,TOWNSEND,2020-05,2020/05/17 00:00:00+00,5.0,13.74,13.73043,1808.09866737109,99819.9796679358
Siskiyou County,SHACKLEFORD,2020-09,2020/09/11 00:00:00+00,14.0,37.0,37.650269,2903.04477879322,272468.94269527
Tuolumne - Calaveras County,MOC,2020-08,2020/09/05 00:00:00+00,9.0,2857.36,2857.605,24671.3481628938,18547049.608402
Tuolumne - Calaveras County,SALT,2020-08,2020/08/28 00:00:00+00,9.0,1593.91,1593.7321,16443.5169626775,10403242.5917013
Tuolumne - Calaveras County,WALKER,2020-06,2020/06/23 00:00:00+00,9.0,1422.0,1398.004,19226.9033482387,9143297.86874869
Kern County,BAKER,2020-06,2020/06/18 00:00:00+00,14.0,165.179799780398,165.17979,7573.07340235203,1006161.87982641
Kern County,BENA,2020-07,2020/07/05 00:00:00+00,14.0,2884.4439081684,2884.4431,21314.9720002712,17566953.1488372
Kern County,FLAT,2020-07,2020/07/12 00:00:00+00,14.0,40.097744787335,40.097729,3515.80880538401,244002.384764292
Kern County,COMANCHE,2020-07,2020/07/27 00:00:00+00,14.0,66.1164880527341,66.116478,4069.53776735665,401194.15465634
Kern County,SHEEP,2020-07,2020/07/30 00:00:00+00,14.0,233.056177391866,233.05611,7205.22539177277,1413545.79072589
Kern County,RESERVE,2020-08,2020/08/05 00:00:00+00,14.0,11.500825766909,11.50082,1757.17078934541,70018.6370833226
Kern County,JOHNSON,2020-08,2020/08/06 00:00:00+00,14.0,37.9510959115752,37.951092,2953.05653052473,230876.136011448
Kern County,SODA,2020-06,2020/06/17 00:00:00+00,1.0,,421.46991,8257.52921044911,2545329.88729909
Kern County,WOODY,2020-08,2020/08/14 00:00:00+00,14.0,90.5717026787835,90.571693,3524.33323410794,555702.701082148
Kern County,BLUE,2020-08,2020/08/17 00:00:00+00,14.0,19.8991414540079,19.899139,1994.09461077206,120367.206282704
Kern County,SHERWOOD,2020-08,2020/08/29 00:00:00+00,14.0,41.1888731606165,41.188869,2299.93972550481,273941.796721379
Kern County,VISTA ,2020-09,2020/09/09 00:00:00+00,14.0,34.7179629010155,34.71796,2535.84786668288,210541.74606579
Kern County,GARCES,2020-09,2020/09/19 00:00:00+00,14.0,10.8456774507369,10.84567,1328.69379704804,66796.208057596
Kern County,LILAC,2020-10,2020/10/19 00:00:00+00,14.0,52.8468205897438,52.846809,3232.54810803708,320521.625842631
Kern County,WATER,2020-12,2020/12/03 00:00:00+00,14.0,22.3635964920414,22.36359,2196.95767653307,134343.595718588
Kern County,STAGECOACH,2020-08,2020/08/03 00:00:00+00,14.0,7750.0,7750.6372,46920.3382001835,47373861.8492288
Madera - Mariposa County,HUNTERS,2020-06,2020/06/11 00:00:00+00,2.0,80.0,82.140099,4659.65111822368,530471.381877772
Madera - Mariposa County,PASS,2020-06,2020/07/01 00:00:00+00,11.0,2192.0,2163.6621,16695.5256656117,13770400.1204748
Madera - Mariposa County,POWER,2020-07,2020/07/15 00:00:00+00,11.0,108.0,151.5495,5184.74950648622,967344.675781171
Madera - Mariposa County,BEN,2020-07,2020/07/17 00:00:00+00,11.0,48.0,48.125351,2971.1927925407,309356.23994323
Madera - Mariposa County,HENSLEY,2020-08,2020/09/02 00:00:00+00,7.0,400.0,398.48151,14750.3034082579,2538309.84222424
Trinity County,FRANCISCAN,2020-08,2020/08/15 00:00:00+00,2.0,15.0,15.77985,2337.834048821,110504.726235645
Shasta - Trinity County,BAR,2020-04,2020/04/26 00:00:00+00,5.0,55.0,57.785629,6053.00295155152,406463.137431003
Shasta - Trinity County,LEOPARD,2020-05,2020/05/31 00:00:00+00,7.0,16.0,16.629,2867.55387802411,116484.680418214
Santa Barbara County,DRUM,2020-06,2020/06/17 00:00:00+00,2.0,696.0,695.47058,18011.6201144936,4167186.65348212
Santa Barbara County,TWITCHELL,2020-06,2020/06/06 00:00:00+00,1.0,28.0,28.684549,3330.0078902437,173213.107669972
Santa Barbara County,BALLARD,2020-10,2020/10/31 00:00:00+00,14.0,17.0,17.29714,2112.36366216319,103688.501840584
Santa Barbara County,GAREY,2020-11,2020/12/01 00:00:00+00,2.0,12.0,12.15279,2428.6889848412,73228.830233212
Shasta - Trinity County,PLATINA,2020-07,2020/07/21 00:00:00+00,9.0,350.0,339.46661,9206.19273342466,2374022.10873468
Shasta - Trinity County,ROSA,2020-02,2020/02/26 00:00:00+00,5.0,14.0,10.7585,1973.21933085008,93994.506526754
Shasta - Trinity County,SPRINGS,2020-08,2020/08/09 00:00:00+00,8.0,10.25,10.29982,1425.5013959596,72441.7056652859
Shasta - Trinity County,PINES,2020-08,2020/08/13 00:00:00+00,9.0,10.2,15.73703,1828.76756766527,109947.423783961
San Bernardino County,BRUDER,2020-10,2020/10/15 00:00:00+00,14.0,170.0,169.54849,5739.95944924869,1001062.04464226
Santa Barbara County,HOLLISTER,2020-05,2020/05/10 00:00:00+00,11.0,156.0,157.01781,5267.79834483534,937233.686730198
Santa Barbara County,KIRSCHEMANN,2020-05,2020/05/28 00:00:00+00,2.0,29.0,28.75139,1724.02976094512,173394.857356438
Santa Barbara County,VIEW,2020-06,2020/06/07 00:00:00+00,11.0,77.0,77.05925,3887.79850999818,461807.961555672
Santa Barbara County,GATO,2020-07,2020/07/31 00:00:00+00,14.0,10.0,10.23549,1351.12687393325,61602.990374867
Santa Barbara County,LITO,2020-09,2020/09/07 00:00:00+00,9.0,26.0,25.822439,1976.45196414771,154580.936147012
Santa Barbara County,DUTARD,2020-11,2020/11/23 00:00:00+00,14.0,14.0,13.63339,1360.38213832814,82188.7317273722
Santa Barbara County,CLARK,2020-12,2020/12/16 00:00:00+00,7.0,19.0,18.82918,2217.94200818258,113445.046794125
San Luis Obispo County,HUASNA,2020-05,2020/05/13 00:00:00+00,5.0,47.5,47.4296,3280.43322587973,287161.289575145
San Luis Obispo County,SODA,2020-06,2020/06/10 00:00:00+00,10.0,1680.0,1653.115,19675.8492383348,10073813.3422969
San Luis Obispo County,AVILA,2020-06,2020/06/20 00:00:00+00,14.0,445.0,434.29099,15280.5362273264,2636154.88191116
San Luis Obispo County,GAGE,2020-06,2020/06/28 00:00:00+00,2.0,33.0,33.055241,3411.53751134259,203234.35493345
San Luis Obispo County,LAKE,2020-07,2020/07/04 00:00:00+00,10.0,583.0,567.00629,14090.6542839285,3459823.31544988
San Luis Obispo County,SODA,2020-07,2020/07/03 00:00:00+00,2.0,155.0,152.58659,4996.19994572628,928273.817097396
San Luis Obispo County,RIATA,2020-06,2020/06/16 00:00:00+00,2.0,17.0,15.23254,1633.05766999495,92896.53047821
San Luis Obispo County,BERRY,2020-08,2020/08/01 00:00:00+00,2.0,25.0,24.133841,2849.76356329959,148446.550424846
San Luis Obispo County,BRANCH,2020-07,2020/08/03 00:00:00+00,10.0,3222.0,2922.2041,37572.3294763485,17791770.3501892
San Luis Obispo County,II-2,2020-08,2020/08/15 00:00:00+00,1.0,68.3,64.875893,3325.65285162371,392548.392143501
San Luis Obispo County,CARRIZO,2020-08,2020/08/12 00:00:00+00,10.0,180.0,184.91721,4863.02681329539,1126390.38292801
San Luis Obispo County,TOPAZ,2020-06,2020/06/12 00:00:00+00,2.0,157.0,157.1149,5750.03558658447,958376.774712996
San Luis Obispo County,POND,2020-08,2020/08/09 00:00:00+00,7.0,2002.0,1962.329,27175.7069459713,11977219.3446222
San Luis Obispo County,HUTTON,2020-12,2020/12/07 00:00:00+00,14.0,22.0,22.70941,2046.48609844737,137253.642677759
San Luis Obispo County,CRESTA BLANCA,2020-06,2020/06/10 00:00:00+00,10.0,21.0,18.424829,1440.23494562009,112122.358022534
San Luis Obispo County,JUAN,2020-07,2020/07/05 00:00:00+00,11.0,33.0,33.282101,2251.94180831037,203983.587686815
San Luis Obispo County,PASS,2020-08,2020/08/05 00:00:00+00,10.0,322.0,323.1759,10759.2125955127,1991152.85133905
San Luis Obispo County,III_2,2020-08,2020/08/15 00:00:00+00,1.0,13.0,20.43499,1838.69410207139,125110.843429608
San Luis Obispo County,WHALE,2020-08,2020/08/18 00:00:00+00,1.0,320.0,322.33661,6142.23057789935,1972454.31910975
San Luis Obispo County,PLACER,2020-08,2020/08/25 00:00:00+00,2.0,53.0,53.15897,2960.1517174125,324301.132675458
Shasta - Trinity County,ZOGG,2020-09,2020/10/13 00:00:00+00,14.0,56338.0,56338.051,190609.169916148,393993433.312704
Shasta - Trinity County,POINT,2020-10,2020/10/27 00:00:00+00,9.0,275.0,48.14772,9622.19599073763,1931390.70969857
Tulare County,GRADE,2020-06,2020/06/25 00:00:00+00,7.0,1050.0,1050.24,13592.2228082149,6599440.18131509
Tulare County,FORKS,2020-06,2020/06/21 00:00:00+00,15.0,130.0,117.2348,5251.15750863103,733209.371660634
Tulare County,SPRINGS,2020-06,2020/06/22 00:00:00+00,10.0,217.0,223.8869,6273.75513189476,1381668.37034782
San Bernardino County,PITZER,2020-07,2020/07/18 00:00:00+00,9.0,120.0,118.7805,5085.81563825502,707587.06711931
San Bernardino County,MENTONE,2020-10,2020/10/13 00:00:00+00,10.0,79.0,47.272541,3559.13629728543,279545.098320559
Shasta - Trinity County,INWOOD,2020-07,2020/07/31 00:00:00+00,11.0,11.0,10.81982,1545.97998252535,75886.6055363705
Shasta - Trinity County,DERSCH,2020-10,2021/01/25 00:00:00+00,7.0,133.0,133.2995,9483.09342367987,933421.088807462
Amador - El Dorado County,GRANT FIRE,2020-06,2020/06/12 00:00:00+00,2.0,5042.0,5062.1982,31944.671938623,33560841.7726705
Amador - El Dorado County,CRONAN FIRE,2020-06,2020/06/09 00:00:00+00,2.0,28.0,28.2712,1949.28488036288,188749.994499822
Shasta - Trinity County,RIDGE,2020-09,2021/01/14 00:00:00+00,10.0,18.5,17.10545,2050.8182429333,119773.097702013
Amador - El Dorado County,CLAY FIRE,2020-07,2020/07/29 00:00:00+00,3.0,741.0,740.11182,15488.6603636983,4886122.66500344
Amador - El Dorado County,MEISS FIRE,2020-08,2020/08/13 00:00:00+00,9.0,512.0,509.14719,10408.3486832679,3365238.5473505
Fresno - Kings County,DEN,2020-05,2020/05/23 00:00:00+00,11.0,42.87516,42.87516,2238.83330918882,264731.420355247
Fresno - Kings County,FRONTIER,2020-06,2020/06/23 00:00:00+00,7.0,21.7087,21.708691,1565.04846423519,137924.599553692
Fresno - Kings County,GATOS,2020-04,2020/04/26 00:00:00+00,2.0,31.95898,31.95899,2149.26485259887,199029.634637661
Fresno - Kings County,HILLS,2020-07,2020/07/28 00:00:00+00,9.0,44.13896,44.138962,3468.79641355981,278570.286216048
Fresno - Kings County,HILLS,2020-08,2020/09/27 00:00:00+00,1.0,2120.98,2120.98,20374.5168819747,13134178.9070303
Fresno - Kings County,KINGS,2020-07,2020/07/05 00:00:00+00,2.0,65.94609,65.946091,3621.5883750093,416526.985148841
Fresno - Kings County,MINERAL,2020-07,2020/07/26 00:00:00+00,14.0,29666.96,29666.961,113981.402275566,184633612.393482
Fresno - Kings County,SUTTER,2020-05,2020/05/24 00:00:00+00,11.0,26.95898,26.958981,1946.58446633906,167316.239064804
Fresno - Kings County,SYCAMORE,2020-06,2020/06/25 00:00:00+00,7.0,26.59245,26.592461,2418.98911378323,168936.405602546
Fresno - Kings County,THERMAL,2020-08,2020/08/30 00:00:00+00,11.0,11.4255,11.4255,1779.6641036329,72166.0920222047
Fresno - Kings County,TODD,2020-07,2020/07/26 00:00:00+00,2.0,13.09678,13.09678,1596.15051546405,82632.5677326251
Fresno - Kings County,TAR,2020-08,2020/08/18 00:00:00+00,1.0,20.48829,20.488291,1688.9888836915,126743.356647071
Amador - El Dorado County,MURPHY FIRE,2020-08,2020/08/17 00:00:00+00,11.0,14.0,13.25112,1534.42229322331,88455.0044000965
Amador - El Dorado County,COPPER FIRE,2020-09,2020/09/30 00:00:00+00,3.0,47.0,46.583462,3134.08453331294,308142.897948808
Amador - El Dorado County,CAMERON FIRE,2020-10,2020/10/18 00:00:00+00,10.0,15.0,14.42601,2402.69016742962,95882.9710998766
Amador - El Dorado County,LIBERTY FIRE,2020-06,2020/06/17 00:00:00+00,5.0,88.9,88.69252,6146.40818299476,582786.994899902
Amador - El Dorado County,LAMBERT FIRE,2020-10,2020/10/04 00:00:00+00,9.0,22.0,21.816271,1873.86696652343,144216.936104255
Monterey - San Benito County,CROSS,2020-10,2020/10/07 00:00:00+00,2.0,25.0,24.49597,2109.64549140744,151625.854819634
Monterey - San Benito County,BROWN,2020-09,2020/09/23 00:00:00+00,11.0,18.0,18.3533,1399.69305050089,116118.153724144
Monterey - San Benito County,BOOMER,2020-07,2020/07/05 00:00:00+00,14.0,15.0,10.92989,1436.73006419566,69080.4860478817
Monterey - San Benito County,BRADLEY,2020-06,2020/06/09 00:00:00+00,2.0,230.0,230.3548,5835.1500369996,1424371.09214592
Monterey - San Benito County,CARMEL,2020-08,2020/09/06 00:00:00+00,10.0,6901.0,6996.9419,55600.12331822,43813350.5993144
Monterey - San Benito County,COPPERHEAD,2020-10,2020/10/26 00:00:00+00,2.0,23.0,22.668119,1915.84854178667,139948.166073507
Monterey - San Benito County,CIRCLE,2020-10,2020/10/08 00:00:00+00,8.0,8.0,32.202068,2582.13548687018,200531.373464191
Monterey - San Benito County,COYOTE,2020-07,2020/07/18 00:00:00+00,14.0,1485.0,1485.075,16996.4970121807,9360859.62698454
Monterey - San Benito County,FRUDDEN,2020-06,2020/06/04 00:00:00+00,14.0,43.0,43.21143,2652.84524639272,267048.298787562
Monterey - San Benito County,JOHNSON,2020-08,2020/08/05 00:00:00+00,14.0,40.0,39.919762,2822.62352539148,250837.106779156
Monterey - San Benito County,JULIUS,2020-05,2020/05/17 00:00:00+00,11.0,21.9,21.768511,2165.33436764987,135336.318762463
Monterey - San Benito County,METZ,2020-05,2020/05/24 00:00:00+00,2.0,33.0,33.091808,3239.20552422538,207268.706123982
Monterey - San Benito County,RICO,2020-06,2020/06/23 00:00:00+00,11.0,11.0,11.01767,7785.79956099929,2094725.05240958
Monterey - San Benito County,RIVER,2020-08,2020/09/04 00:00:00+00,1.0,48088.0,50213.82,188233.15587817,314948093.903798
Monterey - San Benito County,VISTA,2020-06,2020/06/22 00:00:00+00,11.0,28.0,27.802191,2666.98628310058,176097.088580647
Monterey - San Benito County,STAGE,2020-06,2020/06/22 00:00:00+00,7.0,51.0,51.160118,3336.97262976126,322586.084467096
Monterey - San Benito County,BITTERWATER,2020-06,2020/06/08 00:00:00+00,11.0,211.0,210.5437,6469.8210621041,1313615.37491515
Monterey - San Benito County,BITTER,2020-06,2020/06/20 00:00:00+00,10.0,813.0,895.40503,12797.6740050256,5605739.70646354
Monterey - San Benito County,HUNTER,2020-06,2020/06/25 00:00:00+00,4.0,195.0,194.558,6820.75933013875,1201839.69190398
Ventura County,HOLSER,2020-08,2020/08/22 00:00:00+00,14.0,3000.0,2188.634,19186.8294309377,13059172.3181323
Ventura County,LIME,2020-06,2020/06/17 00:00:00+00,14.0,802.0,802.55371,13860.1064982586,4788548.07131639
Ventura County,ELIZABETH,2020-06,2020/06/13 00:00:00+00,14.0,,298.95969,6564.64020703507,1778128.54673193
Ventura County,PERKIN,2020-12,2020/12/11 00:00:00+00,14.0,50.0,39.82645,2695.47456642105,236398.92096455
Ventura County,MEDIO,2020-08,2020/08/28 00:00:00+00,14.0,10.0,16.061001,1272.47214888137,95454.1056474922
Ventura County,KUEHNER,2020-07,2020/07/08 00:00:00+00,14.0,19.5,19.375481,1521.91181867365,115102.858524563
Santa Clara County,SCU COMPLEX,2020-08,2020/09/11 00:00:00+00,1.0,,396399.0,634336.338845715,2545883718.99618
Santa Clara County,PARK,2020-07,2020/07/10 00:00:00+00,2.0,,343.0,7516.04467008558,2186240.56309013
Santa Clara County,CREWS,2020-07,2020/07/15 00:00:00+00,8.0,,5513.0,45170.9785570475,35060829.4026674
San Diego County,VOLCANO,2020-08,2020/08/22 00:00:00+00,9.0,45.0,46.380001,2163.21152725135,270454.58967611
San Diego County,BORDER 7,2020-06,2020/06/13 00:00:00+00,14.0,90.0,71.0,2918.53237968823,403717.04541514
San Diego County,SKYLINE 3,2020-06,2020/06/14 00:00:00+00,14.0,100.0,79.949997,4983.22669013041,458460.93009998
San Diego County,WILLOWS,2020-12,2020/12/03 00:00:00+00,14.0,,58.150002,4342.90269667345,333622.338603686
San Diego County,BORDER 11,2020-07,2020/07/30 00:00:00+00,14.0,90.0,59.759998,4060.84130397682,341525.938789664
Riverside County,AIRPORT,2020-12,2020/12/13 00:00:00+00,14.0,1087.0,1085.7,21111.0757464018,6394320.59154706
Riverside County,APPLE,2020-07,2020/08/09 00:00:00+00,14.0,,33209.309,150101.100013662,196145745.088594
Riverside County,CASINO,2020-07,2020/07/13 00:00:00+00,7.0,88.0,91.579002,3965.86275362473,534893.191133782
Riverside County,INDIAN,2020-06,2020/06/30 00:00:00+00,14.0,59.0,59.731522,3773.59935198116,349042.763088625
Riverside County,SANDERSON,2020-12,2020/12/14 00:00:00+00,4.0,1954.0,1954.651,19690.7828535255,11511422.7613468
Riverside County,SIERRA,2020-06,2020/06/08 00:00:00+00,8.0,,39.022221,6088.60631302227,229655.700533748
Riverside County,SKYLINE,2020-08,2020/08/16 00:00:00+00,14.0,30.0,47.93214,3076.17795096461,281870.688075168
Riverside County,TRIPP,2020-07,2020/07/09 00:00:00+00,14.0,30.0,29.492149,2363.20815710145,172265.745263643
Riverside County,WATER,2020-08,2020/08/02 00:00:00+00,14.0,60.0,36.020378,3032.66853725906,212564.475542228
Los Angeles County,EQUESTRIAN,2020-06,2020/06/09 00:00:00+00,11.0,85.0,83.618767,3815.29825199732,499137.724584601
Los Angeles County,VISTA,2020-06,2020/06/13 00:00:00+00,14.0,19.0,19.69776,1666.11983743831,116613.93268999
Los Angeles County,SOLEDAD,2020-07,2020/07/07 00:00:00+00,9.0,1525.3,1525.5353,23117.5582574448,9101965.33712314
Los Angeles County,RIDGE,2020-07,2020/07/28 00:00:00+00,14.0,320.0,320.83929,12353.9659255893,1928676.70303559
Los Angeles County,CASTAIC,2020-08,2020/08/01 00:00:00+00,14.0,178.0,178.31158,6079.35151358337,1066001.35223171
Los Angeles County,PEAK,2020-08,2020/08/11 00:00:00+00,10.0,27.3,26.626781,1871.15478546544,158196.200476009
Los Angeles County,WEST,2020-06,2020/06/21 00:00:00+00,14.0,47.0,46.837547,2371.90873965361,281528.858693011
Los Angeles County,3 POINTS,2020-07,2020/07/05 00:00:00+00,14.0,14.0,11.786088,1043.06249914957,70801.6241556712
Los Angeles County,BOBCAT,2020-09,2020/10/19 00:00:00+00,14.0,115796.0,115997.98,433313.073884564,690091830.297993
Los Angeles County,ROCK,2020-08,2020/08/16 00:00:00+00,14.0,92.0,93.813538,4348.26310530073,555083.976648786
Los Angeles County,JOHNSON,2020-08,2020/08/29 00:00:00+00,10.0,290.0,291.94925,7290.87199216328,1750755.32212763
Los Angeles County,QUAIL,2020-10,2020/10/09 00:00:00+00,5.0,13.0,12.858474,1617.63837654305,77284.2189030402
Los Angeles County,RAYBURN,2020-08,2020/08/22 00:00:00+00,14.0,12.14,12.390579,1417.42955084624,74128.74635996
Los Angeles County,ACTON,2020-09,2020/09/28 00:00:00+00,9.0,2.51,13.841056,1485.44842318222,82643.6959142099
Los Angeles County,SAN DIMAS,2020-11,2020/11/06 00:00:00+00,7.0,132.0,128.17087,3681.25802473587,759180.560885338
Monterey - San Benito County,AIRLINE,2020-12,2020/12/25 00:00:00+00,7.0,62.0,62.407829,5360.40790456134,388882.112229215
Sonoma Lake - Napa County,HILL,2020-07,2020/07/24 00:00:00+00,10.0,140.0,139.13029,4013.6961650726,934300.163228283
Sonoma Lake - Napa County,BRIM,2020-07,2020/07/19 00:00:00+00,9.0,21.0,21.92458,2296.01738970867,147766.675837861
Sonoma Lake - Napa County,SITES,2020-08,2020/08/02 00:00:00+00,14.0,,569.51288,8133.10536119463,3854750.73238005
Sonoma Lake - Napa County,POPE,2020-10,2020/10/23 00:00:00+00,10.0,61.0,61.800121,3286.3262971715,426249.769612575
Sonoma Lake - Napa County,LYONS,2020-10,2020/10/13 00:00:00+00,10.0,25.0,25.58511,2419.23386339273,172188.116224255
Sonoma Lake - Napa County,SALT,2020-10,2020/10/05 00:00:00+00,10.0,,86.663361,4835.89632302339,576695.603028197
Sonoma Lake - Napa County,CATHOLIC,2020-09,2020/09/01 00:00:00+00,10.0,22.0,22.2349,1451.68020997394,149261.954294735
Sonoma Lake - Napa County,URSULINE,2020-09,2020/09/21 00:00:00+00,2.0,11.0,11.89887,1614.56973556699,78948.8463538848
Sonoma Lake - Napa County,SIERRA,2020-05,2020/05/24 00:00:00+00,10.0,17.0,17.39077,1821.15477228767,117854.626950917
Sonoma Lake - Napa County,STAGE,2020-09,2020/09/23 00:00:00+00,11.0,26.0,26.568501,2879.0217080729,174493.502227267
Sonoma Lake - Napa County,INDIAN,2020-08,2020/08/26 00:00:00+00,14.0,20.0,20.428049,2058.55238679748,137415.94714268
Sonoma Lake - Napa County,KIRKLAND,2020-07,2020/07/27 00:00:00+00,11.0,21.0,21.017799,1836.36067022308,138551.089586801
Sonoma Lake - Napa County,PARISH,2020-06,2020/06/27 00:00:00+00,14.0,,57.636189,3209.25136076177,377416.714675264
